"","Isolation.source","Completeness","Cenote.taker.contig.name","original.contig.name","Length","Element.Name","Topology","Common.Viral.Domains","ORF.caller.used","BLASTP.hit.for.Taxonomy","BLASTN.result..if.any."
"1514","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2377_vs1 ","NODE_327_length_4225_cov_5_818949_S010-123",4225," Myoviridae sp. ctKHG377 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus gi|209901253|ref|YP_002290892.1| putative phage tail tape measure protein [Clostridium virus phiCD27] 39.655 "," no blastn"
"1515","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2378_vs1 ","NODE_345_length_4125_cov_4_071393_S010-123",4125," Myoviridae sp. ctaOV378 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971764664|ref|YP_009217636.1| putative terminase large subunit protein [Clostridium phage phiCDHM11] 49.911 "," no blastn"
"1516","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2379_vs1 ","NODE_359_length_4062_cov_4_723212_S010-123",4062," Myoviridae sp. ctMPw379 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|971763867|ref|YP_009216852.1| putative terminase large subunit protein [Clostridium phage phiCDHM19] 65.890 "," no blastn"
"1517","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA237_vs1 ","NODE_1_length_35208_cov_40_199055_S003-194",35208," Siphoviridae sp. ctrjV237 "," linear ",24," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|31415848|ref|NP_852588.1| Terminase large subunit [Bacillus phage phBC6A52] 63.826 "," no blastn"
"1518","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2380_vs1 ","NODE_400_length_3876_cov_3_777836_S010-123",3876," Siphoviridae sp. ctPt2380 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Unahavirus; Flavobacterium virus 2A gi|1102618958|ref|YP_009322886.1| hypothetical protein [Flavobacterium phage 2A] 31.961 "," no blastn"
"1519","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2381_vs1 ","NODE_481_length_3494_cov_4_586479_S010-123",3494," Siphoviridae sp. cterW381 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Biseptimavirus gi|41189531|ref|NP_958644.1| 77ORF016 [Staphylococcus virus 77] 73.077 "," no blastn"
"1520","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2382_vs1 ","NODE_485_length_3475_cov_5_461448_S010-123",3475," Myoviridae sp. ctZEn382 "," linear ",4," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Svunavirus; Geobacillus virus GBSV1 gi|115334633|ref|YP_764479.1| hypothetical protein GPGV1_gp23 [Geobacillus phage GBSV1] 37.647 "," no blastn"
"1521","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2383_vs1 ","NODE_512_length_3370_cov_8_558457_S010-123",3370," Myoviridae sp. ctX3w383 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971821400|ref|YP_009216660.1| hypothetical protein phiCT453A_16 (endogenous virus) [Clostridium phage phiCT453A] 67.568 "," no blastn"
"1522","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2384_vs1 ","NODE_532_length_3302_cov_5_267287_S010-123",3302," Myoviridae sp. ctk8R384 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|971763920|ref|YP_009216905.1| putative regulatory protein [Clostridium phage phiCDHM19] 43.498 "," no blastn"
"1523","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2386_vs1 ","NODE_557_length_3223_cov_6_104895_S010-123",3223," Siphoviridae sp. ctSy4386 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|966199011|ref|YP_009188839.1| hypothetical protein [Enterococcus phage vB_EfaS_IME197] 72.414 "," no blastn"
"1524","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2387_vs1 ","NODE_602_length_3094_cov_5_906861_S010-123",3094," Siphoviridae sp. ctTjt387 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|28876175|ref|NP_795402.1| large terminase subunit [Streptococcus phage 315.1] 66.323 "," no blastn"
"1525","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2388_vs1 ","NODE_631_length_3043_cov_5_892111_S010-123",3043," Myoviridae sp. ctIi7388 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus gi|90592652|ref|YP_529567.1| XkdN protein [Clostridium virus phiCD119] 24.060 "," no blastn"
"1526","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2389_vs1 ","NODE_633_length_3039_cov_2_262998_S010-123",3039," Siphoviridae sp. ctyjA389 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|13487817|ref|NP_108695.1| putative methylase [Lactococcus phage Tuc2009] 65.686 "," no blastn"
"1527","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA238_vs1 ","NODE_43_length_8792_cov_8_442800_S003-194",8792," Siphoviridae sp. ctrw8238 "," linear ",5," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|208429857|ref|YP_002265410.1| large terminase [Clostridium phage phiCP39 O] 49.254 "," no blastn"
"1528","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2390_vs1 ","NODE_706_length_2833_cov_5_332003_S010-123",2833," Siphoviridae sp. ctaXr390 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|28876176|ref|NP_795403.1| portal protein [Streptococcus phage 315.1] 45.685 "," no blastn"
"1529","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2391_vs1 ","NODE_744_length_2749_cov_5_394835_S010-123",2749," Siphoviridae sp. ctJ0q391 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|1102618050|ref|YP_009321792.1| terminase_3 domain protein [Streptococcus phage phiARI0031] 97.222 "," no blastn"
"1530","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2392_vs1 ","NODE_745_length_2748_cov_3_577686_S010-123",2748," Podoviridae sp. ctaOT392 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Lederbergvirus gi|13559873|ref|NP_112083.1| DNA stabilization protein [Salmonella virus HK620] 94.850 "," no blastn"
"1531","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2393_vs1 ","NODE_778_length_2682_cov_3_473321_S010-123",2682," Podoviridae sp. ctkx4393 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Podoviridae; Lightbulbvirus; Cellulophaga virus Cba41 gi|526176891|ref|YP_008240753.1| SPFH domain / Band 7 family [Cellulophaga phage phi4:1] 30.153 "," no blastn"
"1532","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2395_vs1 ","NODE_836_length_2573_cov_7_905048_S010-123",2573," Myoviridae sp. ctwbl395 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971821419|ref|YP_009216679.1| head tail connector (endogenous virus) [Clostridium phage phiCT453A] 32.927 "," no blastn"
"1533","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2396_vs1 ","NODE_856_length_2529_cov_11_839315_S010-123",2529," Siphoviridae sp. ctppB396 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Incheonvrus; Polaribacter virus P12002S gi|971741193|ref|YP_009195687.1| terminase large subunit [Polaribacter phage P12002S] 33.628 "," no blastn"
"1534","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2397_vs1 ","NODE_887_length_2481_cov_5_077787_S010-123",2481," Siphoviridae sp. ctyZo397 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|418489879|ref|YP_007003614.1| phage antirepressor protein [Riemerella phage RAP44] 57.317 "," no blastn"
"1535","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2398_vs1 ","NODE_900_length_2464_cov_3_953498_S010-123",2464," Siphoviridae sp. ctld4398 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Casadabanvirus gi|848469605|ref|YP_009146147.1| putative portal protein [Pseudomonas virus LPB1] 40.220 "," no blastn"
"1536","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2399_vs1 ","NODE_996_length_2337_cov_7_318584_S010-123",2337," genetic element sp. ctE04399 "," linear ",0," Prodigal (meta) "," No homologues found "," no blastn"
"1537","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA239_vs1 ","NODE_66_length_7817_cov_10_144574_S003-194",7817," Siphoviridae sp. ctrM3239 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|13095694|ref|NP_076586.1| Orf14 [Lactococcus phage bIL285] 56.970 "," no blastn"
"1538","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA23_vs1 ","NODE_159_length_4777_cov_10_659149_S003-128",4777," Siphoviridae sp. ctbbU23 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Vieuvirus; Acinetobacter virus B1251 gi|423262040|ref|YP_007010641.1| putative phage nucleotide binding protein [Acinetobacter phage Bphi B1251] 28.165 "," no blastn"
"1539","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2400_vs1 ","NODE_1134_length_2108_cov_3_928607_S010-123",2108," Myoviridae sp. ctdkF400 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|414090460|ref|YP_006990573.1| XkdS related protein [Clostridium phage phiMMP04] 50.704 "," no blastn"
"1540","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2401_vs1 ","NODE_1135_length_2105_cov_4_088757_S010-123",2105," Myoviridae sp. ctKgs401 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus gi|134287397|ref|YP_001110780.1| putative essential recombination function protein [Clostridium virus phiC2] 55.721 "," no blastn"
"1541","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2402_vs1 ","NODE_1214_length_2013_cov_3_406508_S010-123",2013," Siphoviridae sp. ct7pK402 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|20066002|ref|NP_612868.1| putative single stranded DNA binding protein [Clostridium phage phi3626] 48.077 "," no blastn"
"1542","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2403_vs1 ","NODE_1219_length_2009_cov_2_001553_S010-123",2009," Myoviridae sp. ctRs5403 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971821410|ref|YP_009216670.1| SPP1 family portal protein (endogenous virus) [Clostridium phage phiCT453A] 41.505 "," no blastn"
"1543","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2404_vs1 ","NODE_1248_length_1962_cov_4_066844_S010-123",1962," Myoviridae sp. ct1v3404 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|39653695|ref|NP_945260.1| hypothetical protein EJ 1p21 [Streptococcus phage EJ 1] 99.690 "," no blastn"
"1544","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2405_vs1 ","NODE_1258_length_1947_cov_4_026738_S010-123",1947," Siphoviridae sp. ct6bQ405 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|971820048|ref|YP_009208357.1| Minor capsid protein [Clostridium phage phiCD111] 52.323 "," no blastn"
"1545","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2406_vs1 ","NODE_1389_length_1794_cov_3_201514_S010-123",1794," Myoviridae sp. ctHua406 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Lubbockvirus; unclassified Lubbockvirus gi|640884866|ref|YP_009032151.1| conserved hypothetical protein [Clostridium phage CDMH1] 37.008 "," no blastn"
"1546","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2407_vs1 ","NODE_1390_length_1794_cov_3_075131_S010-123",1794," Myoviridae sp. ctCdz407 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|658311229|ref|YP_009043933.1| portal protein [Vibrio phage X29] 51.765 "," no blastn"
"1547","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2408_vs1 ","NODE_1427_length_1752_cov_2_243582_S010-123",1752," Siphoviridae sp. ctkOR408 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|238821361|ref|YP_002925177.1| hypothetical protein PH10_gp44 [Streptococcus phage PH10] 32.275 "," no blastn"
"1548","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2409_vs1 ","NODE_1430_length_1747_cov_3_631138_S010-123",1747," Siphoviridae sp. ct35C409 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|333798117|ref|YP_004508388.1| hypothetical protein phiCD38 2_gp10 [Clostridium phage phiCD38 2] 49.057 "," no blastn"
"1549","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA240_vs1 ","NODE_73_length_7542_cov_12_600536_S003-194",7542," Siphoviridae sp. ctE41240 "," linear ",7," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|388570632|ref|YP_006383506.1| gp2 [Clostridium phage PhiS63] 51.481 "," no blastn"
"1550","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2410_vs1 ","NODE_1439_length_1743_cov_2_206483_S010-123",1743," Myoviridae sp. ctvVm410 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|1068513091|ref|YP_009276825.1| hypothetical protein BalMu1_A19 [Bacillus phage BalMu 1] 34.653 "," no blastn"
"1551","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2411_vs1 ","NODE_1477_length_1714_cov_3_052535_S010-123",1714," Myoviridae sp. ct6yU411 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|39653747|ref|NP_945312.1| N acetylmuramoyl L alanine amidase [Streptococcus phage EJ 1] 91.909 "," no blastn"
"1552","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2412_vs1 ","NODE_1494_length_1698_cov_4_106724_S010-123",1698," Myoviridae sp. ctm46412 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|526118330|ref|YP_008240327.1| Gp7 [Thermus phage phi OH2] 43.956 "," no blastn"
"1553","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2413_vs1 ","NODE_1509_length_1687_cov_4_286335_S010-123",1687," metagenomic plasmid sp. ctneg413 "," linear ",0," Prodigal (meta) "," cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus gi|32455522|ref|NP_862274.1|ORF 2 (plasmid) [Lactobacillus sakei] 41.379 "," no blastn"
"1554","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2414_vs1 ","NODE_1626_length_1593_cov_2_821240_S010-123",1593," Myoviridae sp. ctrfu414 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Peduovirinae; Hpunavirus gi|17975141|ref|NP_536663.1| putative tail length determinator [Vibrio virus K139] 32.593 "," no blastn"
"1555","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2415_vs1 ","NODE_1649_length_1574_cov_2_043420_S010-123",1574," Myoviridae sp. ct3Zp415 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|1068513087|ref|YP_009276821.1| host nuclease inhibitor protein Gam2C putative [Bacillus phage BalMu 1] 28.824 "," no blastn"
"1556","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2416_vs1 ","NODE_1673_length_1554_cov_1_425863_S010-123",1554," Myoviridae sp. ctdeV416 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|1068513087|ref|YP_009276821.1| host nuclease inhibitor protein Gam2C putative [Bacillus phage BalMu 1] 33.582 "," no blastn"
"1557","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2417_vs1 ","NODE_1939_length_1363_cov_6_729393_S010-123",1363," Myoviridae sp. ctlPx417 "," linear ",0," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|414090458|ref|YP_006990571.1| cell wall hydrolase [Clostridium phage phiMMP04] 63.514 "," no blastn"
"1558","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2418_vs1 ","NODE_1973_length_1342_cov_5_751779_S010-123",1342," Siphoviridae sp. ctrWa418 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|126011100|ref|YP_001039925.1| hypothetical protein phi3396_38 [Streptococcus phage phi3396] 57.447 "," no blastn"
"1559","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2419_vs1 ","NODE_2036_length_1302_cov_2_374694_S010-123",1302," Siphoviridae sp. ctMoR419 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Casadabanvirus gi|38229118|ref|NP_938213.1| A transposase [Pseudomonas virus D3112] 25.895 "," no blastn"
"1560","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA241_vs1 ","NODE_75_length_7490_cov_10_333333_S003-194",7490," Siphoviridae sp. ctpiL241 "," linear ",9," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|388570634|ref|YP_006383508.1| gp4 [Clostridium phage PhiS63] 49.200 "," no blastn"
"1561","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2420_vs1 ","NODE_2081_length_1282_cov_6_678838_S010-123",1282," Siphoviridae sp. ct1Dj420 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Brussowvirus gi|66391783|ref|YP_238507.1| hypothetical protein SPV2972_gp24 [Streptococcus virus 2972] 80.909 "," no blastn"
"1562","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2421_vs1 ","NODE_2189_length_1233_cov_3_448962_S010-123",1233," Myoviridae sp. ctGAv421 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|971821684|ref|YP_009219409.1| minor structural protein (endogenous virus) [Clostridium phage phiCT9441A] 58.140 "," no blastn"
"1563","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2422_vs1 ","NODE_6_length_30936_cov_12_379111_S010-133",30936," Myoviridae sp. ctx7w422 "," linear ",11," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Peduovirinae; Peduovirus; unclassified Peduovirus gi|327198306|ref|YP_004306881.1| gp37 [Burkholderia phage KS14] 23.140 "," no blastn"
"1564","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2423_vs1 ","NODE_22_length_11165_cov_9_284812_S010-133",11165," Myoviridae sp. ctAQS423 "," linear ",4," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Punavirus; Salmonella virus SJ46 gi|1070125569|ref|YP_009293532.1| putative large terminase protein [Salmonella phage SJ46] 56.967 "," no blastn"
"1565","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2424_vs1 ","NODE_29_length_7862_cov_10_272062_S010-133",7862," Myoviridae sp. ctDkA424 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|18249888|ref|NP_543076.1| putative DNA methylase [Enterobacteria phage phiP27] 90.000 "," no blastn"
"1566","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2425_vs1 ","NODE_38_length_6563_cov_5_276442_S010-133",6563," Myoviridae sp. cthVI425 "," linear ",3," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|985757806|ref|YP_009223181.1| Ser recombinase [Bacillus phage BM5] 32.759 "," no blastn"
"1567","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2426_vs1 ","NODE_40_length_6312_cov_9_821973_S010-133",6312," Myoviridae sp. ctA0C426 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Punavirus; Salmonella virus SJ46 gi|1070125547|ref|YP_009293510.1| putative portal protein [Salmonella phage SJ46] 48.197 "," no blastn"
"1568","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2427_vs1 ","NODE_75_length_3948_cov_11_986087_S010-133",3948," Myoviridae sp. ctRPN427 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Muvirus; Shigella virus SfMu gi|849255281|ref|YP_009152237.1| tail fiber assembly protein [Shigella phage SfMu] 95.429 "," no blastn"
"1569","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2428_vs1 ","NODE_80_length_3837_cov_25_408777_S010-133",3837," Siphoviridae sp. ctJqj428 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus gi|526244546|ref|YP_008318171.1| hypothetical protein jm3_0021 [Lactococcus phage jm3] 94.574 "," no blastn"
"1570","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2429_vs1 ","NODE_88_length_3624_cov_21_051029_S010-133",3624," Myoviridae sp. ctx4G429 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; Punavirus gi|46401656|ref|YP_006502.1| gpS [Escherichia virus P1] 60.714 "," no blastn"
"1571","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA242_vs1 ","NODE_82_length_7285_cov_8_784822_S003-194",7285," Siphoviridae sp. ctfH1242 "," linear ",5," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Cequinquevirus; Lactobacillus virus Ld25A gi|712912196|ref|YP_009097914.1| putative DnaC [Lactobacillus phage Ld25A] 38.816 "," no blastn"
"1572","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2430_vs1 ","NODE_103_length_3441_cov_9_087099_S010-133",3441," Myoviridae sp. ctPMQ430 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|602993987|ref|YP_009021789.1| TIGR02594 family protein [Pectobacterium phage PM1] 67.532 "," no blastn"
"1573","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2431_vs1 ","NODE_220_length_2477_cov_4_750000_S010-133",2477," Myoviridae sp. ctPED431 "," linear ",2," Prodigal (meta) "," Viruses; Caudovirales; Myoviridae; unclassified Myoviridae gi|1068331783|ref|YP_009276916.1| hypothetical protein phiCT19406B_19 (endogenous virus) [Clostridium phage phiCT19406B] 59.361 "," no blastn"
"1574","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2432_vs1 ","NODE_271_length_2220_cov_41_000467_S010-133",2220," Siphoviridae sp. ctSfw432 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus gi|526244499|ref|YP_008318125.1| hypothetical protein 340_0033 [Lactococcus phage 340] 83.333 "," no blastn"
"1575","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2433_vs1 ","NODE_316_length_2053_cov_19_254049_S010-133",2053," Siphoviridae sp. ctKsD433 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Skunavirus; unclassified Skunavirus gi|526244540|ref|YP_008318165.1| putative tail tape measure protein [Lactococcus phage jm3] 70.669 "," no blastn"
"1576","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2434_vs1 ","NODE_636_length_1358_cov_43_846995_S010-133",1358," Siphoviridae sp. ctaT3434 "," linear ",1," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Skunavirus gi|384366331|ref|YP_006201099.1| tape measure protein [Lactococcus virus ASCC191] 70.760 "," no blastn"
"1577","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2436_vs1 ","NODE_3_length_78080_cov_263_301091_S010-136",78080," Siphoviridae sp. ctVnQ436 "," linear ",36," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|209427775|ref|YP_002274187.1| putative phage terminase like protein large subunit [Enterobacteria phage YYZ 2008] 98.553 "," no blastn"
"1578","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2437_vs1 ","NODE_4_length_64877_cov_55_700664_S010-136",64877," Siphoviridae sp. ct9GM437 "," linear ",24," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|282598712|ref|YP_003358792.1| putative phage terminase B protein [Enterococcus phage phiEf11] 49.675 "," no blastn"
"1579","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA243_vs1 ","NODE_157_length_5782_cov_4_927958_S003-194",5782," metagenomic plasmid sp. ctYKN243 "," linear ",0," Prodigal (meta) "," cellular organisms; Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium; Sinorhizobium fredii group; Sinorhizobium fredii gi|227819161|ref|YP_002823132.1|precited lipid A export ATP binding/permease MsbA (plasmid) [Sinorhizobium fredii NGR234] 30.810 "," no blastn"
"1580","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2442_vs1 ","NODE_13_length_40646_cov_33_954793_S010-136",40646," Siphoviridae sp. ctQZ1442 "," linear ",8," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; Unahavirus; Flavobacterium virus 6H gi|526120154|ref|YP_008320433.1| hypothetical protein [Flavobacterium phage 6H] 25.813 "," no blastn"
"1581","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2443_vs1 ","NODE_14_length_39752_cov_298_983289_S010-136",39752," Siphoviridae sp. ctgze443 "," linear ",25," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|326536849|ref|YP_004306103.1| putative terminase large subunit [Clostridium phage phiCD6356] 35.507 "," no blastn"
"1582","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2445_vs1 ","NODE_17_length_37350_cov_19_434738_S010-136",37350," Siphoviridae sp. ctVct445 "," linear ",19," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|509140041|ref|YP_008058925.1| putative phage terminase large subunit [Clostridium phage vB_CpeS CP51] 76.957 "," no blastn"
"1583","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2446_vs1 ","NODE_18_length_35952_cov_174_895498_S010-136",35952," Siphoviridae sp. ct8iW446 "," linear ",19," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|1070099231|ref|YP_009282343.1| terminase large subunit [Lactobacillus phage PLE2] 29.962 "," no blastn"
"1584","unknown ","Partial genome (putative)"," Cenote2_22042020_DNA2447_vs1 ","NODE_22_length_34373_cov_113_622871_S010-136",34373," Siphoviridae sp. ctWlh447 "," linear ",17," Prodigal (meta) "," Viruses; Caudovirales; Siphoviridae; unclassified Siphoviridae gi|45597419|ref|NP_996704.1| TerL [Lactococcus phage phiLC3] 55.460 "," no blastn"
