"","product","Freq","CAT"
"903","ERCC4 domain",2,"0"
"904","Endomembrane protein 70",2,"0"
"905","endolysin R21 like protein",2,"Entry_Escape"
"906","EDC3, MRNA DECAPPING COMPLEX SUBUNIT BINDING PROTEIN-HYDROLASE COMPLEX",2,"0"
"907","Double-stranded RNA-specific adenosine deaminase",2,"0"
"908","Domain of Unknown Function with PDB structure (DUF3862)",2,"Unknown/Hypothetical"
"909","Domain of unknown function DUF1829",2,"Unknown/Hypothetical"
"910","Domain of unknown function DUF1828",2,"Unknown/Hypothetical"
"911","Domain of unknown function (DUF5055)",2,"Unknown/Hypothetical"
"912","Domain of unknown function (DUF5047)",2,"Unknown/Hypothetical"
"913","Domain of unknown function (DUF4926)",2,"Unknown/Hypothetical"
"914","Domain of unknown function (DUF4494)",2,"Unknown/Hypothetical"
"915","Domain of unknown function (DUF4447)",2,"Unknown/Hypothetical"
"916","Domain of unknown function (DUF4355)",2,"Unknown/Hypothetical"
"917","Domain of unknown function (DUF4352)",2,"Unknown/Hypothetical"
"918","Domain of unknown function (DUF4222)",2,"Unknown/Hypothetical"
"919","Domain of unknown function (DUF4083)",2,"Unknown/Hypothetical"
"920","Domain of unknown function (DUF3846)",2,"Unknown/Hypothetical"
"921","Domain of unknown function (DUF3560)",2,"Unknown/Hypothetical"
"922","Domain of unknown function (DUF2828)",2,"Unknown/Hypothetical"
"923","Domain of unknown function (DUF1833)",2,"Unknown/Hypothetical"
"924","Domain of unknown function (DUF1737)",2,"Unknown/Hypothetical"
"925","Domain of unknown function (DUF1508)",2,"Unknown/Hypothetical"
"926","DNA-directed RNA polymerase subunit alpha polymerase, DNA Binding, transcription",2,"Replication_general"
"927","DNA-DIRECTED RNA POLYMERASE",2,"Replication_general"
"928","DNA repair protein RAD52 homolog/DNA-DNA complex, ssDNA annealing protein.0A",2,"Replication_repairanrecombination"
"929","DNA REPAIR PROTEIN RAD52 HOMOLOG-BINDING PROTEIN, DNA REPAIR, DNA.7A",2,"Replication_repairanrecombination"
"930","DNA repair protein MmcB-like",2,"Replication_repairanrecombination"
"931","DNA packaging protein FI",2,"Assembly"
"932","DNA helicase uvsW",2,"Replication_general"
"933","DNA gyrase subunit A Isomerase, DUF329, ISOMERASE-ISOMERASE INHIBITOR complex.3A",2,"Unknown/Hypothetical"
"934","DNA gyrase inhibitor YacG",2,"0"
"935","DNA directed RNA polymerase",2,"Replication_general"
"936","DNA damage-inducible protein I; Provisional.Length=81",2,"0"
"937","DNA (cytosine 5) methyltransferase",2,"Take-over"
"938","DivIVA protein",2,"Other"
"939","deoxyuridine 5'-triphosphate nucleotidohydrolase (dut)",2,"0"
"940","dCTP deaminase dUTPase",2,"NucleotideMetabolism"
"941","D12 class N6 adenine specific DNA methyltransferase",2,"Take-over"
"942","Crossover junction endodeoxyribonuclease rusA",2,"Replication_repairanrecombination"
"943","cpn10",2,"Assembly"
"944","COLLAGEN ALPHA 1(VIII) CHAIN, C1Q_LIKE_DOMAIN, EXTRACELLULAR MATRIX, ADHESION CPS.9A",2,"0"
"945","Co-chaperonin GroES (HSP10)",2,"0"
"946","chromosome segregation protein SMC, primarily archaeal type",2,"Replication_repairanrecombination"
"947","chitosanase_glyco_hydro_46 hydrolase family 46 chitosanase domain",2,"0"
"948","CHC2 zinc finger",2,"0"
"949","Centromere-binding protein HTH domain",2,"Transcription_regulation"
"950","CELLULASE (GLYCOSYL HYDROLASE FAMILY 5), XYLOGLUCAN GLC, BGC, BTB, XYS, EDO, GLO.43A",2,"Entry_Escape"
"951","Cell-membrane associated Mucin15",2,"0"
"952","Caudovirus prohead serine protease",2,"Assembly"
"953","Carbohydrate esterase, sialic acid-specific acetylesterase",2,"0"
"954","Capsid fiber protein, phi29, prohead, VIRUS SO4.8A",2,"Structural"
"955","C.AhdI-TURN-HELIX, DNA-BINDING PROTEIN, TRANSCRIPTIONAL REGULATOR.69A",2,"Transcription_regulation"
"956","C-Myc-binding protein hypothetical protein, Structural Genomics.4A",2,"Unknown/Hypothetical"
"957","BssS protein family",2,"0"
"958","Bor protein",2,"0"
"959","BhlA holin family",2,"Entry_Escape"
"960","BcII-like_MBL-B1 cereus Beta-lactamase 2 and related metallo-beta-lactamases, subclass B1",2,"0"
"961","Baseplate wedge protein gp25 sheath, baseplate, wedge, sheath MSE.47A",2,"Structural"
"962","Baseplate protein",2,"Structural"
"963","BaquA.17208.a, BaquA.17842.a, Bartonella quintana, sigma factor SO4, MSE.45A",2,"Transcription_regulation"
"964","Bacteriophage peptidoglycan hydrolase",2,"Entry_Escape"
"965","Bacteriophage lambda Kil protein",2,"0"
"966","Bacteriophage CI repressor helix-turn-helix domain",2,"Transcription_regulation_indicationlysogeny"
"967","Bacterial TniB protein",2,"0"
"968","Bacterial protein of unknown function (DUF951)",2,"Unknown/Hypothetical"
"969","Bacterial protein of unknown function (DUF883)",2,"Unknown/Hypothetical"
"970","Bacterial Ig-like domain (group 3)",2,"0"
"971","Bacterial capsule synthesis protein PGA_cap",2,"0"
"972","Bacillus competence pheromone ComX",2,"0"
"973","ATP-dependent target DNA activator B",2,"0"
"974","ATP-dependent RNA helicase, putative-specific endonuclease, HYDROLASE.8A",2,"Replication_general"
"975","ATP-dependent DNA helicase PcrA",2,"Replication_general"
"976","ATP-dependent Clp protease ATP-binding subunit ClpX",2,"Assembly"
"977","Arc-like DNA binding domain",2,"0"
"978","Antitermination protein",2,"Replication_indicationlysogeny"
"979","Antirestriction protein Ral",2,"0"
"980","Anaerobic ribonucleoside-triphosphate reductase",2,"0"
"981","anaerobic ribonucleoside-triphosphate reductase",2,"0"
"982","anaerobic ribonucleoside triphosphate reductase; Provisional",2,"0"
"983","ADP-ribosylglycohydrolase",2,"0"
"984","adenine-specific DNA-methyltransferase",2,"Take-over"
"985","Activating signal cointegrator.1, Activating signal cointegrator, Structural CAC.58A",2,"0"
"986","ABC-type Mn2+/Zn2+ transport systems, permease components",2,"0"
"987","AAA domain, putative AbiEii toxin, Type IV TA system",2,"Other_toxin"
"988","5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase",2,"0"
"989","5 cytosine DNA methyltransferase",2,"Take-over"
"990","4Fe-4S single cluster domain of Ferredoxin I",2,"0"
"991","4Fe-4S binding domain",2,"0"
"992","37-kD nucleoid-associated bacterial protein",2,"0"
"993","?, cryo-EM, mature virus, virus.2A",2,"0"
"994","-TFIIB Transcription factor zinc-finger",2,"Replication_general"
"995","-RING_4 RING/Ubox like zinc-binding domain",2,"0"
"996","-ribbon_8 Zinc ribbon domain",2,"0"
"997","-Pplase1 alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1",2,"0"
"998","-nucleotidase 5'-nucleotidase",2,"0"
"999","-NADH-PPase NADH pyrophosphatase zinc ribbon domain",2,"0"
"1000","-like_Com Mu-like prophage protein Com",2,"0"
"1001","-Frag_cataly Actin-fragmin kinase, catalytic",2,"0"
"1002","-E18 Occlusion-derived virus envelope protein ODV-E18",2,"0"
"1003","-C4_ClpX ClpX C4-type zinc finger",2,"Assembly"
"1004","ZZ_RSC8 finger, ZZ type",1,"0"
"1005","Zn-ribbon_TFS-terminal zinc ribbon domain of archaeal Transcription Factor S (TFS)",1,"Replication_general"
"1006","Zn-ribbon_TFIIS III/zinc ribbon domain of Transcription Factor IIS",1,"Replication_general"
"1007","Zn-ribbon_RPB9-terminal zinc ribbon domain of RPB9 subunit of RNA polymerase II",1,"Replication_general"
"1008","Zn-dependent hydrolases, including glyoxylases",1,"0"
"1009","ZIP_Gal4-like_2 zipper Dimerization coil of Gal4-like transcription factors",1,"Replication_general"
"1010","zinc-ribbon family",1,"Replication_general"
"1011","Zinc-ribbon",1,"Replication_general"
"1012","Zinc Finger domain",1,"0"
"1013","zinc finger",1,"0"
"1014","Z-DNA-binding protein 1 Genomics, NORTHEAST STRUCTURAL GENOMICS",1,"0"
"1015","YtpI-like protein",1,"0"
"1016","YrzO-like protein",1,"0"
"1017","YrhC-like protein",1,"0"
"1018","YoqO-like protein",1,"0"
"1019","YopX protein, SR411, yopX, O34401, Structural.8A",1,"Other"
"1020","YopX protein, SR411, yopX, O34401, Structural MSE.8A",1,"Other"
"1021","YonK protein, PROTEIN STRUCTURE INITIATIVE, NORTHEAST MSE.8A",1,"0"
"1022","YonK protein",1,"0"
"1023","YoeB-like toxin of bacterial type II toxin-antitoxin system",1,"Other_toxin"
"1024","YHS domain",1,"0"
"1025","YgbB family",1,"0"
"1026","YfiM family lipoprotein",1,"0"
"1027","YfaZ precursor",1,"0"
"1028","YebO-like protein",1,"0"
"1029","YCII-related domain",1,"0"
"1030","YadA-like membrane anchor domain",1,"0"
"1031","XYPPX repeat (two copies)",1,"0"
"1032","Wyosine base formation",1,"0"
"1033","WYL_2, Sm-like SH3 beta-barrel fold",1,"0"
"1034","WTX protein",1,"0"
"1035","Winged helix-turn-helix DNA-binding",1,"Transcription_regulation"
"1036","W35 NOVO PROTEIN",1,"0"
"1037","VpreB protein/Ig lambda-5 sheets, v- and c-type.3A",1,"0"
"1038","VP1, VP0, VP3, assembly, pathogen, VIRUS.8A",1,"Assembly"
"1039","von Willebrand factor",1,"0"
"1040","Voltage-gated hydrogen channel 1-gated proton channel, Alternative splicing.0A",1,"0"
"1041","Vitamin-D-receptor interacting Mediator subunit 4",1,"0"
"1042","Virulence factor membrane-bound polymerase, C-terminal",1,"Replication_general"
"1043","virion morphogenesis protein",1,"0"
"1044","virion assembly protein",1,"Assembly"
"1045","Viral late protein H2",1,"0"
"1046","Vascular endothelial growth factor receptor, receptor tyrosine kinase, homodimer",1,"0"
"1047","V-ATPase_C C of vacuolar H+-ATPase (V-ATPase)",1,"0"
"1048","UPF0767 family",1,"0"
"1049","UPF0339 protein NMB1088-beta protein, Structural Genomics, PSI-2.7A",1,"0"
"1050","UPF0045 protein MJ1052 GENOMICS, UNKNOWN FUNCTION, NPPSFA.8A",1,"0"
"1051","Uncharacterized small protein (DUF2158)",1,"Unknown/Hypothetical"
"1052","uncharacterized phage protein",1,"0"
"1053","Uncharacterized nucleotidyltransferase",1,"NucleotideMetabolism"
"1054","Uncharacterized conserved protein (DUF2280)",1,"Unknown/Hypothetical"
"1055","UNC-13 HOMOLOG A, REGULATING SYNAPTIC TRANSPORT, EXOCYTOSIS, ZINC FINGER EDO, GOL.78A",1,"0"
"1056","uL2, uS2, uL15, eS26, uL3, Ribosome, Intracellular Parasite MG.4A",1,"0"
"1057","Udp N-acetylglucosamine O-acyltransferase 2",1,"0"
"1058","Ubiquitin-Binding Zinc Finger",1,"0"
"1059","Ubiquitin-binding WIYLD domain",1,"0"
"1060","Ubiquinol-cytochrome-c reductase complex assembly factor 3",1,"Assembly"
"1061","UBA2_UBAP1_like domain found in ubiquitin-associated protein 1 (UBAP-1) and similar proteins",1,"0"
"1062","UBA_UBP25 domain found in ubiquitin carboxyl-terminal hydrolase 25 (UBP25) and similar proteins",1,"Other"
"1063","UBA_LATS2 domain found in vertebrate serine/threonine-protein kinase LATS2",1,"0"
"1064","UBA_HYPK-like domain found in Huntingtin-interacting protein K (HYPK) and similar proteins",1,"0"
"1065","U2-segestritoxin-Sf1a, Toxin, ICK, Disulfide, Non-uniform",1,"Other_toxin"
"1066","U1-agatoxin-Ta1a toxin, spider toxin, neurotoxin",1,"Other_toxin"
"1067","Tyrosine recombinase XerH",1,"Replication_repairanrecombination"
"1068","type VI secretion exported 1 FMT.5A",1,"Other"
"1069","Type II secretory pathway, component PulF",1,"0"
"1070","Type II DNA topoisomerase VI, DNA-binding, Spo11, ATPase, ISOMERASE.0A",1,"0"
"1071","Type I restriction-modification system methyltransferase, methyltransferase, stu0711, NESG, SuR80.25A",1,"Take-over"
"1072","Type I restriction-modification enzyme, S I restriction modification enzyme.4A",1,"Take-over"
"1073","Tumor suppressor p53-binding protein 1-barrel, bent beta-sheet, CELL CYCLE.8A",1,"0"
"1074","TT viral ORF2",1,"0"
"1075","TT viral orf 1",1,"0"
"1076","TSC-22/dip/bun family",1,"0"
"1077","Tryptophan leader peptide",1,"0"
"1078","TRX_family",1,"0"
"1079","TrMBF1, Coactivator, Trichoderma reesei, helix-turn-helix",1,"Transcription_regulation"
"1080","Trm112p-like protein",1,"Other"
"1081","Triple QxxK/R motif-containing protein family",1,"0"
"1082","TREPONEMA DENTICOLA VARIABLE PROTEIN 1 FUNCTION, PERIODONTAL DISEASE ACT.4A",1,"0"
"1083","Transposon Tn7 transposition protein tnsA-protein complex, mixed alpha-beta, DNA MLA, MPD.85A",1,"0"
"1084","Transposase, DNA, DDE transposase, DNA BINDING.706A",1,"Replication_repairanrecombination"
"1085","Transposase-associated domain",1,"Replication_repairanrecombination"
"1086","Transposase DDE domain protein",1,"Replication_repairanrecombination"
"1087","Transposase DDE domain group 1",1,"Replication_repairanrecombination"
"1088","Transposase and inactivated derivatives",1,"Replication_repairanrecombination"
"1089","transport protein TonB; Provisional.Length=246",1,"0"
"1090","Translocase_SecB",1,"0"
"1091","Transglutaminase-like superfamily",1,"0"
"1092","TRANSCRIPTIONAL REPRESSOR COPG REPRESSOR, DNA-BINDING PROTEIN, PLASMID.6A",1,"Transcription_regulation_indicationlysogeny"
"1093","TRANSCRIPTIONAL REGULATORY PROTEIN ZRAR REGULATOR, TWO COMPONENT SYSTEM PO4, ATP.0A",1,"Transcription_regulation"
"1094","Transcriptional regulatory protein RcsB factor, DNA BINDING PROTEIN.6A",1,"Transcription_regulation"
"1095","Transcriptional regulator, TetR family Alpha, Helix-Turn-Helix, Transcriptional Repressor MSE.27A",1,"Transcription_regulation_indicationlysogeny"
"1096","Transcriptional regulator, PadR family regulator, PadR family, PF03551 SO4, MSE.7A",1,"Transcription_regulation"
"1097","Transcriptional regulator, LysR family helix-turn helix, DNA-binding, transcription.202A",1,"Transcription_regulation"
"1098","Transcriptional regulator sensing, Competence, TPR domain.465A",1,"Transcription_regulation"
"1099","Transcriptional regulator GENOMICS, PSI-BIOLOGY, MIDWEST CENTER.05A",1,"Transcription_regulation"
"1100","TRANSCRIPTIONAL ELONGATION FACTOR SII (TFIIS REGULATION ZN",1,"Replication_general"
"1101","Transcription termination/antitermination protein NusA, Transcription/DNA/RNA, DNA-DEPENDENT RNA POLYMERASE, BACTERIAL.7A",1,"Replication_indicationlysogeny"
"1102","transcription termination factor Rho; Provisional.Length=672",1,"Replication_general"
"1103","Transcription initiation factor TFIID subunit, DNA, Nuclear",1,"Transcription_regulation"
"1104","Transcription initiation factor TFIID subunit A",1,"Transcription_regulation"
"1105","Transcription Factor PF0095 factor, TRANSCRIPTION MSE.5A",1,"Replication_general"
"1106","TRANSCRIPTION FACTOR IIF TRANSCRIPTION FACTOR, RAP74, RAP30.02A",1,"Replication_general"
"1107","Transcription elongation factor SPT5 polymerase II, transcription elongation",1,"Replication_general"
"1108","Transcription elongation factor SPT4, Transcription surrounding beta sheet, Transcription.55A",1,"Replication_general"
"1109","Transcription activator BRG1, BRK domain, SWI/SNF, chromatin",1,"Replication_general"
"1110","TRAF PROTEIN, TRAO PROTEIN, TRAN ADHESION, BACTERIAL SECRETION.5A",1,"Other"
"1111","toxin-ParB domain of the ParB/Srx superfamily",1,"Other_toxin"
"1112","Toxin ToxN, type III toxin-antitoxin system",1,"Other_toxin"
"1113","toxin Hm-3 toxins, voltage-gated sodium channels",1,"Other_toxin"
"1114","Toll-like receptor 4-like receptor, PROTEIN RECEPTOR, transmembrane",1,"0"
"1115","Tn7-like transposition protein D",1,"0"
"1116","TM4SF9_like_LEL, extracellular domain or large extracellular loop (LEL), TM4SF9_like subfamily",1,"0"
"1117","TM_ErbB3 domain of ErbB3, a Protein Tyrosine Kinase",1,"0"
"1118","TIR domain",1,"0"
"1119","Thymidylate synthase thyX",1,"NucleotideMetabolism"
"1120","Thrombomodulin like fifth domain, EGF-like",1,"0"
"1121","Thioredoxin parallel and anti parallel PEG.0A",1,"0"
"1122","Thioldisulfide interchange protein dsbC",1,"0"
"1123","Thiamine pyridinylase I",1,"0"
"1124","THERMOSTABLE DNA LIGASE",1,"Replication_general"
"1125","Thermostable DNA ligase",1,"Replication_general"
"1126","The HIRAN protein (HIP116, Rad5p N-terminal) is found in the N-terminal regions of the SWI2/SNF2 proteins",1,"0"
"1127","THAP DOMAIN-CONTAINING PROTEIN 11, TRANSCRIPTION FACTOR.3A",1,"Replication_general"
"1128","TFIIH basal transcription factor complex-p62, General transcription factor IIH",1,"Replication_general"
"1129","TETR FAMILY TRANSCRIPTIONAL REPRESSOR LFRR, LFRR, REPRESSOR, DNA-BINDING, TRANSCRIPTION PRL, SO4.9A",1,"Transcription_regulation"
"1130","terminal protein.Length=266",1,"0"
"1131","Tailspike protein BETA HELIX, PUTATIVE ENDO-GLYCOSIDASE GOL, PEG, EDO, PGE, CO3, PO4.85A",1,"Structural"
"1132","Tail-Needle protein gp26 protein, P22, Tail Needle.75A",1,"Structural"
"1133","tail spike",1,"Structural"
"1134","Tail protein, 43 kDa protein, structural genomics, PSI.1A",1,"Structural"
"1135","Tail needle protein",1,"Structural"
"1136","Tail fiber protein-type pyocin, Pseudomonas aeruginosa, contractile EDO.898A",1,"Structural"
"1137","Tail fiber protein",1,"Structural"
"1138","Tail Fiber of phage P68 protein, receptor binding protein.0A",1,"Entry_Escape"
"1139","Tail connector protein Gp15, Tail T4, phage tail terminator.0A",1,"Structural"
"1140","Tail Collar Domain",1,"Structural"
"1141","T7-LIKE CAPSID PROTEIN PODOVIRUS, T7-LIKE VIRUS, VIRUS.6A",1,"Structural"
"1142","T4-like virus tail tube protein gp19",1,"Structural"
"1143","T4 RNA Ligase 2/DNA/RNA Complex, LIGASE, LYSINE ADENYLATE, T4 OMC, BTB, O2C.45A",1,"Entry_Escape"
"1144","Syndecan-2 protein, DPC, micelles",1,"0"
"1145","SYCT III SECRETION, YERSINIA, CHAPERONE MSE.9A",1,"0"
"1146","SWI/SNF complex subunit SMARCC1, SWI/SNF-related, TRANSCRIPTION GOL.052A",1,"Replication_general"
"1147","SurA N-terminal domain",1,"0"
"1148","Suppressor of IKBKE 1, Coiled-coil, PROTEIN BINDING.5A",1,"0"
"1149","Superfamily 3 helicase",1,"Replication_general"
"1150","Sulfite reductase alpha, Sulfite reductase sulfite reductase, sulfate reduction SF4, SRM.76A",1,"0"
"1151","Sulfatase modifying factor 2, sulfatases, multiple sulfatase deficiency NAG, FUC.864A",1,"0"
"1152","Succinyl-diaminopimelate desuccinylase",1,"0"
"1153","Stem cell factor",1,"0"
"1154","Stc1 domain",1,"0"
"1155","STAT1 TAZ2 binding domain",1,"0"
"1156","Staphylokinase/Streptokinase family",1,"0"
"1157","Staphylococcal complement inhibitor SCIN",1,"0"
"1158","Stage VI sporulation protein F",1,"0"
"1159","Stage III sporulation protein D",1,"0"
"1160","Stage 0 sporulation protein J, Chromosome segregation, Chromosome organization MSE, CDP.81A",1,"Replication_repairanrecombination"
"1161","Spt4 elongation factor Spt4",1,"0"
"1162","SprT-like family",1,"0"
"1163","SprT-like domain-containing protein Spartan repair protease, DNA BINDING ADP, FLC, MLZ.5A",1,"Replication_repairanrecombination"
"1164","Sporulation initiation factor Spo0A C terminal",1,"0"
"1165","Spore cortex-lytic enzyme, lytic transglycosylase PO4.85A",1,"Entry_Escape"
"1166","Spore coat protein H kinase fold, STRUCTURAL PROTEIN EDO.63A",1,"Structural"
"1167","SPO0J_N thermophilus stage 0 sporulation protein J-like N-terminal domain, ParB family member",1,"Replication_repairanrecombination_indicationlysogeny"
"1168","Spo0E like sporulation regulatory protein",1,"0"
"1169","Splicing factor 3B subunit 4 complex, splicing, RNA, protein M7M, IHP, GTP.28A",1,"0"
"1170","SPINDLE ASSEMBLY ABNORMAL PROTEIN 6 PROTEIN, CENTRIOLE, CARTWHEEL.92A",1,"Assembly"
"1171","Sphingosine kinase and enzymes related to eukaryotic diacylglycerol kinase",1,"0"
"1172","Spherulation-specific family 4",1,"0"
"1173","Speriolin N terminus",1,"0"
"1174","SPACA1 acrosome membrane-associated protein 1",1,"0"
"1175","SP_0782/DNA Complex-DNA complex, UNKNOWN FUNCTION-DNA complex.65A",1,"0"
"1176","SONIC HEDGEHOG PROTEIN.7A",1,"0"
"1177","SOLUTION STRUCTURE OF THE CHITIN-BINDING beta-sandwich, HYDROLASE",1,"0"
"1178","Soluble cytochrome b562 protein, 4-helix bundle, electron PEG, HEC.1A",1,"0"
"1179","Sodium/potassium-transporting ATPase subunit gamma, Na,K-ATPase, FXYD, micelle, TRANSPORT",1,"0"
"1180","Sodium channel subunit beta-2, Sodium-gated sodium channel, MEMBRANE PROTEIN NAG, 9SL",1,"0"
"1181","SmpA / OmlA family",1,"0"
"1182","SMODS and SLOG-associating 2TM effector domain family 5",1,"0"
"1183","small myristoylated protein 1 SHEET, PROTEIN TRANSPORT, MEMBRANE",1,"0"
"1184","Small conductance calcium-activated potassium channel zipper, SKCa channel, Rattus.1A",1,"0"
"1185","Slt70-like",1,"0"
"1186","SLT domain proteins",1,"0"
"1187","SLC5sbd_DUR3",1,"0"
"1188","Skeletal muscle LIM-protein 1 and half LIM domains ZN",1,"0"
"1189","SirA_YedF_YeeD, YedF, and YeeD",1,"0"
"1190","SirA (also known as UvrY, and YhhP) belongs to a family of two-component response regulators that controls secondary metabolism and virulence",1,"Other"
"1191","single-stranded DNA-binding protein; Provisional.Length=162",1,"0"
"1192","Single-stranded DNA-binding protein fold, inter-subunit clamp, Paralogous.5A",1,"0"
"1193","Single-strand binding protein-strand binding protein, DNA BINDING.8A",1,"Replication_general"
"1194","signal peptidase I, archaeal type",1,"Entry_Escape"
"1195","Shikimate Kinase",1,"0"
"1196","SH3 domain-binding protein 5 (SH3BP5)",1,"0"
"1197","SH3 domain protein",1,"0"
"1198","SH1221-beta protein., Structural Genomics, PSI-2 SO4, MSE.1A",1,"0"
"1199","SERINE/THREONINE PROTEIN PHOSPHATASE",1,"0"
"1200","serine/threonine phosphatase",1,"0"
"1201","SeqA protein N-terminal domain",1,"0"
"1202","SEPTUM SITE-DETERMINING PROTEIN DIVIVA CELL DIVISION, SEPTATION, CELL.9A",1,"0"
"1203","Septum formation initiator",1,"0"
"1204","septicolysin_like septicolysin, cholesterol-dependent cytolysin family and related proteins",1,"Entry_Escape"
"1205","SECB trasnport, translocation, TRANSPORT PROTEIN.5A",1,"0"
"1206","Scaffolding protein",1,"Assembly"
"1207","Sarcosine oxidase, delta subunit family",1,"0"
"1208","S-layer protein SbsC C-terminal domain",1,"0"
"1209","S-layer domain-containing protein Microbiome, Midwest Center for.1A",1,"0"
"1210","S-adenosylmethionine-dependent methyltransferase",1,"Take-over"
"1211","RuvC endonuclease, DNA junctions, replication, recombination.9A",1,"Replication_general"
"1212","RuvB-like 2",1,"0"
"1213","RUBREDOXIN-LIKE PROTEIN, DISULFIDE REDUCTASE, ELECTRON URE.355A",1,"0"
"1214","Rubredoxin",1,"0"
"1215","rRNA N6-adenosine-methyltransferase ZCCHC4",1,"Take-over"
"1216","rRNA methylases",1,"Take-over"
"1217","rRNA 2'-O-methyltransferase fibrillarin, Nucleolar protein, 90S, pre-ribosome, protein-RNA complex.7A",1,"Take-over"
"1218","RPB1, DNA-directed RNA polymerase subunit, RNA Polymerase, DSIF, PAF1c SEP, TPO.1A",1,"Replication_general"
"1219","RPA2_OBF_like A subgroup of uncharacterized archaeal OB folds with similarity to the OB fold of the central ssDNA-binding domain (DBD)-D of human RPA2 (also called RPA32)",1,"Replication_general"
"1220","Rotavirus non-structural protein NSP3",1,"Structural"
"1221","ROS/MUCR transcriptional regulator protein",1,"Transcription_regulation"
"1222","ROP REGULATION, TURN, HELIX PACKING.82A",1,"0"
"1223","RNHCP domain",1,"0"
"1224","RNase adapter RapZ",1,"0"
"1225","RNA-directed RNA polymerase fold, Host membrane, Multi-pass.0A",1,"Replication_general"
"1226","RNA polymerase sigma-E factor, Sigma-E, DNA-BINDING, TRANSMEMBRANE, TRANSCRIPTION.0A",1,"Replication_general"
"1227","RNA polymerase Rpb5, C-terminal domain",1,"Replication_general"
"1228","RNA polymerase II-binding domain",1,"Replication_general"
"1229","RNA ligase, DRB0094 family",1,"Replication_general"
"1230","RK-1 DEFENSIN defensin, triple-stranded beta-sheet, ANTIMICROBIAL",1,"0"
"1231","Rio2 kinase kinase, ADP complex, phosphoaspartate ADP.2A",1,"0"
"1232","Rifampin ADP-ribosyl transferase",1,"0"
"1233","ribosome/tRNA stalling, drug-like molecule, human OMG, E3C, M7A, B8Q, MG, PSU, UR3, 5MU, 4AC, A2M, 5MC, B8N, OMU, 6MZ, OMC, MVM, MA6.1A",1,"0"
"1234","Ribosome, eukaryotic, ribosomal, 80S, RNA.0A",1,"0"
"1235","Ribosome, CHIMERIC HYBRID STATE RIBOSOME DPP, GNP, KBE, UAL, 5OH.5A",1,"0"
"1236","Ribose/Galactose Isomerase",1,"0"
"1237","Ribonuclease R winged-helix domain",1,"Replication_general"
"1238","Ribonuclease P protein component 2 P, RNA-protein complex, RNA.3A",1,"Replication_general"
"1239","Ribonuclease III family protein",1,"Replication_general"
"1240","Ribbon-helix-helix domain",1,"0"
"1241","Rhodopsin protein, Photoreceptor, Chromophore, Glycoprotein RET, BOG, PLM, PC1.8A",1,"0"
"1242","Rhodococcus equi virulence-associated protein",1,"0"
"1243","RF-1 domain",1,"0"
"1244","Reverse transcriptase (RNA-dependent DNA polymerase)",1,"Replication_general"
"1245","restriction alleviation protein, Lar family",1,"Take-over"
"1246","Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain",1,"Transcription_regulation"
"1247","Response regulator aspartate phosphatase J repeat, HYDROLASE.16A",1,"0"
"1248","Respiratory nitrate reductase beta C-terminal",1,"0"
"1249","REPRESSOR PROTEIN FROM BACTERIOPHAGE 434 REGULATING PROTEIN",1,"Transcription_regulation_indicationlysogeny"
"1250","replication protein",1,"Replication_general"
"1251","Replication initiator protein, replication, multidrug resistance, PROTEIN.6003A",1,"Replication_general"
"1252","Replication initiator protein A (RepA) N-terminus",1,"Replication_general"
"1253","Replicase large subunit",1,"0"
"1254","RepB plasmid partitioning protein",1,"0"
"1255","REP HELICASE",1,"Replication_general"
"1256","Renin receptor-like protein",1,"0"
"1257","REGULATORY PROTEIN E2 PROTEIN, DNA REPLICATION, PHOSPHORYLATION.35A",1,"Replication_general"
"1258","Regulatory phage protein cox",1,"0"
"1259","Regulator of Ty1 transposition protein 107 BRCT domain",1,"0"
"1260","Redirecting phage packaging protein C packaging protein, DNA Binding MSE.42A",1,"Assembly"
"1261","RECOMBINATION ENDONUCLEASE VII",1,"Replication_general"
"1262","Recombination ATPase helicase",1,"Replication_general"
"1263","recombination associated protein; Reviewed.Length=303",1,"0"
"1264","RECOMBINASE CRE",1,"Replication_repairanrecombination"
"1265","RecG_wedge_OBF A subfamily of OB folds corresponding to the OB fold found in the N-terminal (wedge) domain of Escherichia coli RecG",1,"0"
"1266","RecF protein",1,"0"
"1267","receptor binding complex",1,"0"
"1268","RAS-RELATED PROTEIN RAB-14, RAB11 FAMILY-INTERACTING, RAB14 GTPASE, ENDOSOMAL TRAFFICKING GTP.5A",1,"0"
"1269","radical SAM mobile pair protein B",1,"0"
"1270","radical SAM mobile pair protein A",1,"0"
"1271","Rac1 containing C450A mutant LOV2 protein, Photoswitch, Chimera FMN, GTP.6A",1,"0"
"1272","RABPHILIN-3A, GUANOSINE-5'-TRIPHOSPHATE PROTEIN,EFFECTOR, RABCDR, SYNAPTIC GTP.6A",1,"0"
"1273","rabbit 60S ribosomal subunit in, RING, quality control, RIBOSOME-LIGASE MG",1,"Replication_general"
"1274","Rab5 GDP/GTP exchange factor, Rabex-5, Rabaptin-5, GEF activity.0A",1,"0"
"1275","pyrophosphatase four alpha-helical bundle, Structural PG4, PGE.78A",1,"0"
